RowNumber,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Complain,Satisfaction Score,Card Type,Point Earned,Exited
1269,662,Spain,Male,20,9,104508.77,2,0,0,73107.53,0,5,DIAMOND,944,0
1270,714,Spain,Male,44,7,0,1,0,1,6923.11,0,2,DIAMOND,902,0
1271,847,Spain,Female,37,9,112712.17,1,1,0,116097.26,0,1,GOLD,355,0
1272,650,Spain,Male,55,9,119618.42,1,1,1,29861.13,0,4,GOLD,405,0
1273,710,Spain,Female,28,6,0,1,1,0,48426.98,0,3,GOLD,406,0
1274,536,Spain,Female,28,4,0,1,1,1,136197.65,0,1,PLATINUM,937,0
1275,677,Spain,Female,35,0,0,2,0,0,76637.38,0,4,SILVER,889,0
1276,832,Spain,Male,29,8,93833.86,1,0,1,10417.87,0,2,GOLD,294,0
1277,721,Spain,Female,46,7,137933.39,1,1,1,67976.57,0,4,GOLD,249,0
1278,542,Spain,Male,54,8,105770.14,1,0,1,140929.98,1,4,DIAMOND,780,1
1279,654,Spain,Female,54,5,0,2,0,1,47139.06,0,3,SILVER,613,0
1280,821,Spain,Female,38,8,0,2,0,1,126241.4,1,2,PLATINUM,974,1
1281,479,Spain,Male,37,6,118433.94,1,0,1,160060.9,0,2,GOLD,956,0
1282,700,Spain,Male,47,4,0,1,1,0,121798.52,1,2,GOLD,810,1
1283,774,Spain,Male,32,9,0,2,1,0,10604.48,0,3,DIAMOND,752,0
1284,719,Spain,Female,48,5,0,2,0,0,78563.66,0,4,GOLD,922,0
1285,646,Spain,Male,31,2,0,1,1,1,170821.43,1,4,DIAMOND,350,1
1286,731,Spain,Male,70,3,0,2,1,1,141180.66,0,2,DIAMOND,409,0
1287,585,Spain,Male,36,10,0,2,1,1,180318.6,0,3,SILVER,722,0
1288,555,Spain,Male,33,5,127343.4,1,0,1,121789.3,0,1,PLATINUM,311,0
1289,699,Spain,Female,50,0,158633.61,1,1,0,193785.87,0,1,SILVER,835,0
1290,762,Spain,Female,69,9,183744.98,1,1,1,196993.69,0,3,DIAMOND,323,0
1291,842,Spain,Male,46,9,0,1,0,0,17268.02,0,1,SILVER,675,0
1292,455,Spain,Female,43,6,0,1,1,1,81250.79,0,5,PLATINUM,885,0
1293,544,Spain,Male,30,8,145241.63,1,1,1,80676.83,0,1,DIAMOND,388,0
1294,800,Spain,Male,38,9,0,1,1,0,78744.39,0,2,DIAMOND,350,0
1295,699,Spain,Female,29,9,127570.93,2,1,0,164756.81,0,1,SILVER,901,0
1296,591,Spain,Female,27,5,107812.67,1,0,1,162501.83,1,2,SILVER,792,1
1297,569,Spain,Male,43,8,161546.68,2,0,1,178187.28,0,2,PLATINUM,415,0
1298,661,Spain,Female,35,5,128415.45,1,1,0,142626.49,0,5,SILVER,969,0
1299,663,Spain,Male,30,4,0,3,1,0,101371.05,0,1,DIAMOND,604,0
1300,826,Spain,Male,41,5,146466.46,2,0,0,180934.67,0,3,GOLD,984,0
1301,735,Spain,Male,36,5,0,2,1,0,105152.17,0,3,PLATINUM,259,0
1302,562,Spain,Female,29,9,120307.58,1,1,1,6795.61,0,1,DIAMOND,500,0
1303,850,Spain,Male,38,2,94652.04,1,1,1,171960.76,0,3,PLATINUM,475,0
1304,782,Spain,Female,27,3,0,2,1,0,143614.01,0,3,DIAMOND,858,0
1305,779,Spain,Female,38,7,0,2,1,1,138542.87,0,4,GOLD,433,0
1306,702,Spain,Female,38,2,0,1,1,1,161888.63,0,2,GOLD,364,0
1307,637,Spain,Male,43,3,172196.23,1,1,1,104769.96,0,4,GOLD,550,0
1308,584,Spain,Female,29,4,0,2,1,0,88866.92,0,3,DIAMOND,781,0
1309,662,Spain,Female,72,7,140301.72,1,0,1,179258.67,0,4,DIAMOND,832,0
1310,803,Spain,Male,43,3,0,1,1,0,72051.44,0,4,SILVER,351,0
1311,481,Spain,Male,39,1,111233.09,1,1,1,123995.15,0,3,PLATINUM,955,0
1312,554,Spain,Male,26,8,149134.46,1,1,1,177966.24,0,1,SILVER,631,0
1313,672,Spain,Male,43,5,0,2,1,1,64515.5,0,5,GOLD,784,0
1314,655,Spain,Female,27,9,0,2,0,0,108008.05,0,2,DIAMOND,730,0
1315,463,Spain,Male,20,8,204223.03,1,1,0,128268.39,0,2,SILVER,983,0
1316,713,Spain,Female,48,1,163760.82,1,0,0,157381.14,1,2,DIAMOND,239,1
1317,547,Spain,Female,44,5,0,3,0,0,5459.07,1,1,DIAMOND,471,1
1318,577,Spain,Female,40,1,0,2,1,1,108787,0,1,GOLD,530,0
1319,652,Spain,Female,40,7,100471.34,1,1,1,124550.88,0,3,GOLD,840,0
1320,687,Spain,Male,31,3,0,2,0,0,48228.1,0,2,PLATINUM,575,0
1321,386,Spain,Female,53,1,131955.07,1,1,1,62514.65,1,5,GOLD,676,1
1322,684,Spain,Female,41,1,134177.06,1,0,0,177506.66,0,1,PLATINUM,456,0
1323,635,Spain,Female,38,1,0,2,1,0,90605.05,0,4,GOLD,399,0
1324,613,Spain,Male,19,5,0,1,1,1,176903.35,0,1,SILVER,327,0
1325,604,Spain,Female,41,10,0,2,1,1,166224.39,0,2,DIAMOND,876,0
1326,619,Spain,Female,44,6,52831.13,1,1,1,112649.22,1,3,SILVER,245,1
1327,634,Spain,Male,25,9,0,2,1,1,8227.91,0,2,GOLD,730,0
1328,531,Spain,Female,42,6,75302.85,2,0,0,57034.35,0,1,PLATINUM,505,0
1329,449,Spain,Female,31,1,113693,1,0,0,82796.29,0,1,GOLD,395,0
1330,684,Spain,Female,36,5,174180.39,1,1,0,119830.08,0,1,DIAMOND,364,0
1331,712,Spain,Female,48,8,0,2,1,0,183235.33,0,2,SILVER,923,0
1332,654,Spain,Male,40,5,105683.63,1,1,0,173617.09,0,5,DIAMOND,250,0
1333,744,Spain,Male,31,0,117551.23,1,1,0,158958.9,0,3,PLATINUM,633,0
1334,525,Spain,Male,36,3,77910.23,1,1,0,67238.01,0,3,SILVER,976,0
1335,720,Spain,Female,59,6,0,2,1,1,160849.43,1,3,DIAMOND,521,1
1336,710,Spain,Female,29,3,119670.18,1,1,0,188022.44,0,4,DIAMOND,913,0
1337,717,Spain,Male,33,1,99106.73,1,0,0,194467.23,0,2,GOLD,294,0
1338,815,Spain,Female,57,5,0,3,0,0,38941.44,1,4,SILVER,693,1
1339,680,Spain,Male,42,0,0,1,1,0,136377.21,0,3,DIAMOND,821,0
1340,649,Spain,Male,32,1,0,1,0,1,91167.19,1,5,SILVER,373,1
1341,592,Spain,Male,35,6,80285.16,1,1,0,72678.75,1,5,DIAMOND,653,1
1342,771,Spain,Male,51,5,135506.58,3,1,1,152479.64,1,5,SILVER,853,1
1343,539,Spain,Male,39,2,0,2,1,1,48189.94,0,4,GOLD,457,0
1344,575,Spain,Male,52,8,123925.23,1,0,0,111342.66,1,4,PLATINUM,650,1
1345,598,Spain,Female,39,5,0,2,1,1,83103.46,0,3,SILVER,926,0
1346,776,Spain,Male,30,6,0,2,0,1,63908.86,0,2,GOLD,928,0
1347,606,Spain,Female,23,10,70417.79,1,0,1,90896.04,0,4,DIAMOND,437,0
1348,686,Spain,Male,38,7,111484.88,1,1,1,76076.2,0,4,DIAMOND,784,0
1349,850,Spain,Male,38,1,146343.98,1,0,1,103902.11,0,4,GOLD,973,0
1350,850,Spain,Male,36,0,0,2,1,0,141242.57,0,3,SILVER,863,0
1351,727,Spain,Male,28,1,0,1,1,0,40357.39,0,4,DIAMOND,979,0
1352,669,Spain,Male,22,10,0,2,1,0,176163.74,0,3,PLATINUM,408,0
1353,639,Spain,Female,27,8,133806.54,2,1,0,6251.3,0,2,PLATINUM,533,0
1354,738,Spain,Male,44,2,0,2,1,0,43018.82,1,5,PLATINUM,546,1
1355,637,Spain,Female,44,0,157622.58,1,1,1,120454.2,0,1,PLATINUM,879,0
1356,733,Spain,Male,35,8,102918.38,1,1,1,45959.86,0,5,PLATINUM,899,0
1357,590,Spain,Male,22,7,125265.61,1,1,1,161253.08,0,5,PLATINUM,851,0
1358,682,Spain,Female,54,0,83102.72,2,1,1,54132.93,0,2,DIAMOND,478,0
1359,575,Spain,Male,28,7,0,1,1,1,10666.05,0,1,PLATINUM,750,0
1360,740,Spain,Female,56,4,99097.33,1,1,1,85016.64,1,4,PLATINUM,823,1
1361,636,Spain,Female,36,1,0,1,1,0,43134.58,0,3,DIAMOND,783,0
1362,599,Spain,Male,51,0,0,1,1,1,175235.99,0,3,SILVER,220,0
1363,733,Spain,Female,32,5,0,2,1,0,131625.14,0,1,GOLD,522,0
1364,701,Spain,Male,28,1,103421.32,1,0,1,76304.73,0,5,PLATINUM,499,0
1365,635,Spain,Male,35,2,113635.16,1,1,0,90883.12,0,1,SILVER,613,0
1366,530,Spain,Female,36,7,0,2,1,0,80619.09,0,5,SILVER,761,0
1367,531,Spain,Male,31,2,118899.45,2,0,0,41409.36,0,2,DIAMOND,349,0
1368,573,Spain,Male,33,1,160777.9,1,1,1,149536.15,0,5,PLATINUM,409,0
1369,828,Spain,Male,47,1,109876.82,2,1,0,83611.45,1,3,SILVER,829,1
1370,569,Spain,Male,35,3,116969.35,1,0,0,94488.82,0,1,GOLD,413,0
1371,603,Spain,Male,46,2,0,2,1,0,174478.54,0,1,DIAMOND,393,0
1372,568,Spain,Male,28,1,127289.28,1,0,0,45611.51,0,4,GOLD,235,0
1373,573,Spain,Male,38,4,0,2,1,1,196517.43,0,5,PLATINUM,533,0
1374,771,Spain,Female,41,5,0,2,0,1,92914.67,0,2,DIAMOND,958,0
1375,655,Spain,Female,78,2,0,2,0,1,188435.38,0,5,SILVER,975,0
1376,383,Spain,Female,48,8,95808.19,1,0,0,137702.01,1,1,SILVER,609,1
1377,774,Spain,Female,36,8,117152.3,1,0,0,101828.39,0,4,GOLD,707,0
1378,614,Spain,Female,40,3,113348.5,1,1,1,77789.01,0,5,PLATINUM,407,0
1379,704,Spain,Male,24,10,122109.78,1,1,1,127654.37,0,3,PLATINUM,306,0
1380,590,Spain,Male,34,0,65812.35,2,0,1,160346.3,0,3,PLATINUM,967,0
1381,583,Spain,Female,40,3,54428.37,1,1,0,109638.78,1,4,PLATINUM,646,1
1382,553,Spain,Male,44,4,0,1,1,0,10789.3,0,1,GOLD,780,0
1383,636,Spain,Male,45,3,0,2,1,1,159463.8,0,3,GOLD,306,0
1384,614,Spain,Male,39,3,151914.93,1,0,0,56459.45,0,4,PLATINUM,293,0
1385,587,Spain,Male,51,3,83739.32,1,0,1,148798.45,0,3,GOLD,882,0
1386,779,Spain,Male,33,3,0,2,1,0,30804.68,0,4,DIAMOND,408,0
1387,620,Spain,Male,38,0,0,2,1,1,38015.34,0,4,PLATINUM,630,0
1388,614,Spain,Female,39,6,0,2,1,1,164018.98,0,2,SILVER,253,0
1389,771,Spain,Female,56,2,0,1,1,1,25222.6,1,4,GOLD,503,1
1390,620,Spain,Male,42,9,121490.05,1,1,1,29296.74,0,4,PLATINUM,828,0
1391,610,Spain,Male,46,5,91897.8,1,1,0,54394.28,0,1,SILVER,914,0
1392,609,Spain,Male,39,2,139443.75,2,1,0,9234.06,0,5,SILVER,423,0
1393,684,Spain,Female,38,3,134168.5,3,1,0,3966.5,1,5,DIAMOND,888,1
1394,503,Spain,Female,36,9,0,2,1,1,16274.67,0,5,SILVER,916,0
1395,687,Spain,Female,50,5,0,2,1,0,110230.4,0,1,PLATINUM,878,0
1396,686,Spain,Male,22,8,0,2,0,0,142331.85,0,2,GOLD,467,0
1397,616,Spain,Male,30,2,0,2,1,0,199099.51,0,2,GOLD,788,0
1398,494,Spain,Male,67,5,0,2,1,1,85890.16,0,2,GOLD,408,0
1399,695,Spain,Female,31,8,0,2,0,1,131644.41,0,5,DIAMOND,941,0
1400,579,Spain,Female,31,9,0,2,1,0,112395.98,0,3,GOLD,297,0
1401,576,Spain,Male,19,6,0,2,0,0,72306.07,0,2,GOLD,600,0
1402,617,Spain,Male,50,7,0,1,1,0,184839.7,1,3,PLATINUM,488,1
1403,597,Spain,Male,35,9,0,3,0,1,73181.39,1,3,DIAMOND,601,1
1404,704,Spain,Female,44,9,153656.85,1,1,0,158742.81,0,5,PLATINUM,890,0
1405,598,Spain,Male,39,1,0,2,1,0,159130.32,0,4,GOLD,493,0
1406,623,Spain,Female,40,4,0,3,1,0,31669.18,0,2,PLATINUM,998,0
1407,512,Spain,Female,46,3,0,2,1,1,56408.14,0,4,PLATINUM,669,0
1408,805,Spain,Male,26,2,0,2,1,1,25042.1,0,1,SILVER,387,0
1409,785,Spain,Male,41,7,0,2,1,1,199108.88,0,5,SILVER,681,0
1410,586,Spain,Male,42,6,0,2,1,1,123410.23,0,4,DIAMOND,378,0
1411,617,Spain,Female,45,1,0,1,1,0,143298.06,0,4,DIAMOND,323,0
1412,624,Spain,Female,35,7,119656.45,2,1,1,4595.05,0,1,DIAMOND,839,0
1413,578,Spain,Male,28,4,0,2,0,0,6947.09,0,3,GOLD,849,0
1414,621,Spain,Female,37,9,83061.26,2,1,0,9170.54,0,5,DIAMOND,748,0
1415,568,Spain,Female,27,1,116320.68,1,0,1,45563.94,0,4,DIAMOND,376,0
1416,782,Spain,Female,41,4,0,1,1,0,132943.88,0,5,PLATINUM,480,0
1417,616,Spain,Female,36,6,0,1,1,1,12916.32,1,1,DIAMOND,906,1
1418,738,Spain,Female,37,8,100565.94,1,1,1,128799.86,0,3,DIAMOND,503,0
1419,717,Spain,Female,42,5,190305.78,1,1,0,99347.8,1,1,SILVER,758,1
1420,629,Spain,Male,29,6,0,2,1,1,88842.8,0,4,PLATINUM,274,0
1421,677,Spain,Female,43,3,133214.88,2,1,1,95936.84,0,5,DIAMOND,865,0
1422,695,Spain,Male,63,1,146202.93,1,1,1,126688.83,1,3,DIAMOND,703,1
1423,747,Spain,Male,41,9,0,1,1,0,32430.94,1,1,PLATINUM,717,1
1424,706,Spain,Male,68,4,114386.85,1,1,1,28601.68,0,5,DIAMOND,269,0
1425,667,Spain,Male,71,4,137260.78,1,0,1,94433.08,1,2,DIAMOND,915,1
1426,636,Spain,Male,60,7,124447.73,1,1,1,141364.62,1,2,DIAMOND,359,1
1427,639,Spain,Male,34,5,139393.19,2,0,0,33950.08,0,2,DIAMOND,883,0
1428,540,Spain,Male,28,8,0,2,0,0,197588.32,0,3,SILVER,463,0
1429,529,Spain,Female,39,2,82766.43,1,1,1,122925.44,0,3,GOLD,574,0
1430,620,Spain,Male,29,9,0,2,1,0,13133.88,0,4,PLATINUM,367,0
1431,705,Spain,Female,47,3,63488.7,1,0,1,28640.92,1,4,DIAMOND,555,1
1432,644,Spain,Female,46,6,12459.19,1,0,0,156787.34,1,1,PLATINUM,896,1
1433,722,Spain,Female,50,4,132088.59,1,1,1,128262.14,0,5,DIAMOND,761,0
1434,577,Spain,Female,39,4,0,2,1,0,91366.42,0,5,GOLD,456,0
1435,744,Spain,Male,44,5,120654.68,1,1,0,82290.81,0,4,DIAMOND,790,0
1436,682,Spain,Female,64,9,0,2,1,1,103318.44,0,2,SILVER,614,0
1437,682,Spain,Female,48,9,101198.01,1,1,1,49732.9,0,4,GOLD,672,0
1438,507,Spain,Male,46,6,92783.68,1,1,1,51424.29,0,2,DIAMOND,322,0
1439,641,Spain,Male,40,5,102145.13,1,1,1,100637.07,0,1,DIAMOND,310,0
1440,688,Spain,Female,46,8,155681.72,1,1,0,26287.21,0,3,SILVER,984,0
1441,538,Spain,Male,40,8,0,2,1,1,25554.4,0,1,DIAMOND,879,0
1442,585,Spain,Female,44,4,0,2,0,1,101728.46,0,4,DIAMOND,762,0
1443,635,Spain,Male,38,0,103257.14,1,0,0,158344.63,0,2,PLATINUM,537,0
1444,749,Spain,Female,43,1,124209.02,1,1,1,167179.48,0,4,PLATINUM,608,0
1445,629,Spain,Male,32,3,0,2,1,1,15404.64,0,1,SILVER,601,0
1446,836,Spain,Female,41,7,150302.84,1,1,1,156036.19,0,2,DIAMOND,648,0
1447,542,Spain,Male,34,8,108653.93,1,0,1,144725.14,0,1,SILVER,522,0
1448,752,Spain,Female,36,3,0,2,1,1,48505.1,0,5,GOLD,784,0
1449,760,Spain,Female,41,6,0,2,0,0,101491.23,0,4,SILVER,873,0
1450,528,Spain,Male,23,7,104744.89,1,1,0,170262.97,0,5,GOLD,517,0
1451,623,Spain,Male,44,1,83325.77,1,0,1,80828.78,0,1,DIAMOND,525,0
1452,523,Spain,Female,36,8,113680.54,1,0,0,13197.44,0,5,PLATINUM,961,0
1453,608,Spain,Male,66,8,123935.35,1,1,1,65758.19,0,5,PLATINUM,923,0
1454,684,Spain,Male,40,2,70291.02,1,1,1,115468.84,1,5,DIAMOND,455,1
1455,669,Spain,Female,33,8,0,2,0,1,128538.05,0,1,PLATINUM,565,0
1456,486,Spain,Male,27,7,0,2,1,0,28823.04,0,4,SILVER,766,0
1457,763,Spain,Female,32,8,0,2,1,0,16725.53,0,4,GOLD,490,0
1458,554,Spain,Female,45,4,0,2,1,1,193412.05,0,2,PLATINUM,957,0
1459,732,Spain,Male,54,0,134249.7,1,0,1,13404.4,0,4,PLATINUM,304,0
1460,584,Spain,Female,50,1,0,1,0,1,152567.75,1,2,SILVER,290,1
1461,526,Spain,Male,38,2,0,2,0,0,58010.98,0,5,SILVER,708,0
1462,537,Spain,Female,38,1,96939.06,1,1,1,102606.92,0,3,PLATINUM,942,0
1463,696,Spain,Male,47,1,106758.6,1,1,1,80591.18,0,1,SILVER,962,0
1464,495,Spain,Female,42,7,0,2,0,0,130404.53,0,3,GOLD,621,0
1465,537,Spain,Female,38,6,141786.78,1,0,1,147797.54,0,2,GOLD,524,0
1466,624,Spain,Male,35,2,0,2,1,0,87310.59,0,2,PLATINUM,565,0
1467,636,Spain,Male,36,1,0,3,1,1,74048.1,1,5,DIAMOND,244,1
1468,607,Spain,Female,62,8,108004.64,1,1,1,23386.77,1,5,GOLD,271,1
1469,653,Spain,Male,35,9,0,2,1,1,45956.05,0,4,GOLD,441,0
1470,709,Spain,Female,37,8,0,3,1,0,71738.56,0,5,PLATINUM,277,0
1471,609,Spain,Male,37,5,129312.79,1,1,1,26793.82,0,3,PLATINUM,922,0
1472,669,Spain,Male,51,3,88827.53,1,0,0,85250.77,1,3,DIAMOND,612,1
1473,616,Spain,Male,71,4,0,2,1,1,173599.38,0,5,GOLD,954,0
1474,608,Spain,Female,38,9,102406.76,1,0,1,57600.66,0,3,SILVER,516,0
1475,509,Spain,Male,29,1,0,2,1,0,69113.14,0,2,DIAMOND,321,0
1476,576,Spain,Male,33,3,0,2,0,1,190112.05,0,5,PLATINUM,334,0
1477,544,Spain,Male,22,3,66483.32,1,0,1,110317.39,0,2,SILVER,370,0
1478,512,Spain,Male,31,6,0,2,1,0,168462.26,0,1,SILVER,264,0
1479,721,Spain,Male,38,7,0,1,0,1,53534.8,0,3,GOLD,932,0
1480,658,Spain,Male,21,7,0,2,0,1,154279.87,0,4,SILVER,653,0
1481,794,Spain,Male,31,0,144880.34,2,0,1,175643.44,0,3,PLATINUM,542,0
1482,605,Spain,Female,48,10,150315.92,1,0,1,133486.36,0,4,GOLD,653,0
1483,744,Spain,Male,30,1,128065.12,1,1,0,121525.48,0,2,PLATINUM,607,0
1484,526,Spain,Male,66,7,132044.6,2,1,1,158365.89,0,4,PLATINUM,789,0
1485,749,Spain,Female,46,9,66582.81,1,1,0,78753.12,1,1,PLATINUM,968,1
1486,679,Spain,Male,42,2,0,1,1,1,168294.27,0,2,GOLD,501,0
1487,633,Spain,Female,39,2,0,2,0,0,191207.03,0,1,PLATINUM,846,0
1488,645,Spain,Male,49,8,0,2,1,0,162012.6,0,4,DIAMOND,503,0
1489,508,Spain,Male,54,10,0,1,1,1,175749.36,0,3,GOLD,661,0
1490,544,Spain,Male,37,2,0,2,0,0,135067.02,0,5,DIAMOND,322,0
1491,588,Spain,Female,22,9,67178.19,1,1,1,163534.75,1,2,SILVER,728,1
1492,740,Spain,Female,31,8,0,2,0,0,86657.48,0,1,GOLD,814,0
1493,850,Spain,Male,38,7,115378.94,1,0,1,162087.82,0,3,DIAMOND,348,0
1494,590,Spain,Male,29,10,0,1,1,1,51907.72,1,1,GOLD,523,1
1495,516,Spain,Female,31,7,0,1,1,0,47018.75,0,2,GOLD,326,0
1496,719,Spain,Female,33,7,0,2,1,0,20016.59,0,5,GOLD,282,0
1497,796,Spain,Male,32,5,102773.15,2,0,1,117832.88,0,2,GOLD,630,0
1498,599,Spain,Male,35,6,137102.65,1,0,0,76870.81,0,1,SILVER,620,0
1499,773,Spain,Male,37,2,103195.2,2,1,0,178268.36,0,4,SILVER,890,0
1500,805,Spain,Male,37,5,0,2,1,0,21928.81,0,5,PLATINUM,311,0
1501,586,Spain,Male,41,3,63873.56,1,1,0,83753.64,0,2,DIAMOND,972,0
1502,558,Spain,Female,31,7,0,2,1,0,166720.28,0,1,SILVER,689,0
1503,705,Spain,Male,33,7,68423.89,1,1,1,64872.55,0,1,DIAMOND,660,0
1504,527,Spain,Female,35,8,0,1,1,0,98031.53,1,4,GOLD,277,1
1505,644,Spain,Male,28,0,0,2,1,0,119419.37,0,5,GOLD,266,0
1506,708,Spain,Male,19,7,112615.86,1,1,1,4491.77,0,5,PLATINUM,881,0
1507,521,Spain,Female,22,10,0,1,1,1,101311.95,0,3,SILVER,882,0
1508,767,Spain,Female,24,5,0,2,1,1,67445.85,0,4,GOLD,900,0
1509,525,Spain,Male,33,5,0,2,1,0,161002.29,0,1,GOLD,780,0
1510,759,Spain,Male,38,1,0,2,1,0,20778.39,0,5,DIAMOND,795,0
1511,548,Spain,Male,37,4,0,1,1,0,121763.68,0,5,GOLD,926,0
1512,535,Spain,Male,48,9,109472.47,1,1,0,157358.43,1,2,GOLD,415,1
1513,615,Spain,Male,59,4,155766.05,1,1,1,110275.17,0,1,DIAMOND,306,0
1514,726,Spain,Female,35,9,0,2,0,1,100556.98,0,3,PLATINUM,761,0
1515,694,Spain,Female,35,7,0,1,1,0,133570.43,1,4,SILVER,296,1
1516,698,Spain,Male,27,6,125427.37,2,0,0,27654.44,0,5,GOLD,717,0
1517,769,Spain,Male,41,1,72509.91,1,1,0,25723.73,0,4,GOLD,747,0
1518,646,Spain,Female,50,5,142644.64,2,1,1,142208.5,1,4,GOLD,951,1
1519,487,Spain,Male,33,8,145729.71,1,1,0,41365.85,0,2,DIAMOND,675,0
1520,612,Spain,Female,36,5,119799.27,2,1,0,159416.58,0,5,PLATINUM,288,0
1521,655,Spain,Male,37,8,163708.58,2,0,0,76259.23,0,2,SILVER,959,0
1522,711,Spain,Male,32,5,0,2,1,1,147720.27,0,2,DIAMOND,521,0
1523,597,Spain,Male,26,5,0,2,0,1,95159.13,0,3,GOLD,545,0
1524,682,Spain,Male,46,4,0,1,1,1,4654.28,0,5,SILVER,221,0
1525,536,Spain,Male,40,9,0,2,1,1,11959.03,0,2,SILVER,238,0
1526,592,Spain,Male,41,0,0,2,1,0,65906.07,0,4,GOLD,576,0
1527,723,Spain,Female,45,4,0,2,1,0,37214.39,0,5,PLATINUM,799,0
1528,552,Spain,Male,42,4,0,2,0,0,195692.3,0,3,SILVER,785,0
1529,707,Spain,Male,44,3,0,2,1,1,135077.01,0,2,DIAMOND,682,0
1530,754,Spain,Male,39,7,157691.98,2,1,0,133600.89,1,1,SILVER,902,1
1531,718,Spain,Male,32,8,0,2,1,1,41399.33,0,5,GOLD,685,0
1532,576,Spain,Male,52,2,100549.43,2,1,1,16644.16,0,4,DIAMOND,221,0
1533,629,Spain,Male,35,4,174588.8,2,0,1,158420.14,0,1,DIAMOND,391,0
1534,625,Spain,Male,52,8,121161.57,1,1,0,48988.28,0,3,DIAMOND,275,0
1535,659,Spain,Female,42,2,0,1,0,0,162734.31,1,1,SILVER,674,1
1536,535,Spain,Male,37,3,175534.78,2,1,1,9241.52,0,5,DIAMOND,316,0
1537,600,Spain,Male,37,8,177657.35,1,1,1,77142.32,0,2,GOLD,224,0
1538,833,Spain,Male,32,6,0,1,1,1,44323.22,1,4,GOLD,775,1
1539,642,Spain,Female,36,6,0,2,1,1,97938.59,0,4,PLATINUM,285,0
1540,596,Spain,Male,36,2,0,2,0,1,125557.95,0,4,SILVER,867,0
1541,850,Spain,Male,37,2,0,2,1,0,119969.99,0,2,DIAMOND,272,0
1542,465,Spain,Female,33,6,0,2,1,1,95500.98,0,4,PLATINUM,927,0
1543,736,Spain,Male,32,7,0,1,0,1,79082.62,0,2,DIAMOND,925,0
1544,699,Spain,Female,25,8,0,2,1,1,52404.47,0,5,SILVER,248,0
1545,497,Spain,Male,37,8,128650.11,2,1,1,163641.53,0,1,SILVER,525,0
1546,780,Spain,Female,33,6,145580.61,1,1,1,154598.56,0,4,GOLD,610,0
1547,693,Spain,Female,46,3,151709.33,1,1,0,180736.24,0,1,SILVER,695,0
1548,530,Spain,Female,22,7,0,2,1,0,104170.48,0,5,PLATINUM,516,0
1549,738,Spain,Female,33,3,122134.4,2,0,1,27867.59,0,4,SILVER,298,0
1550,643,Spain,Male,34,6,0,2,1,1,116046.22,0,3,DIAMOND,596,0
1551,727,Spain,Female,31,10,96997.09,2,0,0,76614.04,0,2,DIAMOND,550,0
1552,794,Spain,Male,33,8,0,2,0,0,91340.02,0,2,PLATINUM,536,0
1553,619,Spain,Female,41,8,0,3,1,1,79866.73,1,2,GOLD,998,1
1554,657,Spain,Male,75,7,126273.95,1,0,1,91673.6,0,1,GOLD,554,0
1555,617,Spain,Male,61,3,113858.95,1,1,1,38129.22,0,1,GOLD,422,0
1556,503,Spain,Male,31,4,0,2,1,1,21645.06,0,1,DIAMOND,843,0
1557,579,Spain,Male,37,4,0,2,1,1,32246.63,0,3,SILVER,464,0
1558,775,Spain,Male,48,4,178144.91,2,0,0,50168.41,1,5,DIAMOND,795,1
1559,581,Spain,Female,43,4,170172.9,1,0,1,100236.02,0,4,GOLD,968,0
1560,449,Spain,Female,33,8,0,2,0,0,156792.89,0,1,GOLD,651,0
1561,690,Spain,Male,49,8,116622.73,1,0,1,51011.29,0,3,DIAMOND,789,0
1562,599,Spain,Female,49,2,0,2,1,0,111190.53,0,5,SILVER,427,0
1563,802,Spain,Male,51,7,0,1,0,1,40855.79,0,3,SILVER,590,0
1564,522,Spain,Male,30,3,0,2,1,0,145490.85,0,4,SILVER,654,0
1565,730,Spain,Female,62,2,0,2,1,1,162889.1,0,3,GOLD,540,0
1566,553,Spain,Male,41,6,144974.55,1,1,1,19344.92,0,1,PLATINUM,699,0
1567,707,Spain,Male,43,10,0,2,1,0,118368.2,0,1,GOLD,479,0
1568,636,Spain,Male,37,1,115137.26,1,1,0,52484.01,0,4,SILVER,564,0
1569,674,Spain,Male,36,2,0,2,1,1,182787.17,0,1,GOLD,353,0
1570,670,Spain,Female,20,4,0,2,1,0,119759.24,0,2,PLATINUM,920,0
1571,591,Spain,Male,39,8,0,2,0,0,42392.24,0,1,GOLD,302,0
1572,708,Spain,Female,35,8,122570.69,1,0,0,199005.88,0,2,SILVER,406,0
1573,537,Spain,Female,33,7,136082,1,1,0,62746.54,0,3,SILVER,808,0
1574,652,Spain,Female,36,1,0,2,1,1,19302.78,0,3,GOLD,219,0
1575,696,Spain,Male,24,9,0,1,0,0,10883.52,0,3,SILVER,916,0
1576,743,Spain,Male,43,2,161807.18,2,0,1,93228.86,1,5,GOLD,973,1
1577,642,Spain,Female,33,9,0,2,1,1,150475.14,0,4,GOLD,341,0
1578,604,Spain,Female,34,3,0,2,1,0,38587.7,0,1,DIAMOND,407,0
1579,757,Spain,Female,55,9,117294.12,4,1,0,94187.47,1,2,DIAMOND,918,1
1580,690,Spain,Male,32,2,76087.98,1,0,1,151822.66,0,1,PLATINUM,308,0
1581,633,Spain,Male,63,4,114552.6,1,1,0,73856.28,1,5,SILVER,944,1
